id,landmarks
1eac0f7036ad5882,9060 1.00
1eac7a583a8b56dd,5944 1.00
1ead0539460b0719,10434 1.00
1ead05b3e6a8f7b5,2373 1.00
1ead9f35bc43ba03,573 1.00
1eadc26651f4ce74,11832 1.00
1eadf4eb43ed69d7,10434 1.00
1eae408eb82ff1fb,3802 1.00
1eae4c676049c799,10494 1.00
1eaed94aa1340df2,7976 1.00
1eaefa2f8f76169b,10043 1.00
1eaf3bdc8c128aaa,13065 1.00
1eb0026059dae931,11832 1.00
1eb0e3607c65fc2e,2373 1.00
1eb0fc713bd759c2,5557 1.00
1eb11ffec4636319,10123 1.00
1eb145e368de5d5b,11170 1.00
1eb1bcd95ae3d7e0,11832 1.00
1eb226d39e7460c3,12826 1.00
1eb3bf61af9f88ec,10494 1.00
1eb6409d18c8a4d0,13480 1.00
1eb6eb1c9d8b10bd,10494 0.90
1eb705f4eae6986f,5944 1.00
1eb72c52fe7aaafc,5204 1.00
1eb7e69e44ac3b43,10317 1.00
1eb92f08f7123fe5,13137 1.00
1eb9824922b57ffd,3438 1.00
1eba40185ea5526e,11832 1.00
1ebb24207c9a5b1e,4519 1.00
1ebb40586823656a,14234 1.00
1ebb6349e8177b8e,9060 1.00
1ebfa3aedd66d2a8,10494 1.00
1ebfd91b917958ec,14330 1.00
1ec05cced940eff4,10434 1.00
1ec094c0330bd4da,8201 1.00
1ec0b9d1cd6df54b,10494 1.00
1ec0d997d79592ea,14586 1.00
1ec1c34a8557049d,10043 1.00
1ec30a9a003dcbee,4914 1.00
1ec3875bc0f2b018,4383 1.00
1ec3e1508585b4aa,11832 1.00
1ec40d70a2000904,829 1.00
1ec52f7bd3a982be,10434 1.00
1ec5835e64d4dced,12868 1.00
1ec5a08cf1aed5d6,9060 1.00
1ec609b030420002,10317 1.00
1ec683a973fca95b,8205 1.00
1ec6894c3489dd88,11832 1.00
1ec7040d70b14846,4499 1.00
1ec7c6731069af61,14476 1.00
1ec86174cf979827,10317 1.00
1ec8ab6f144aba80,10317 1.00
1ec8cd4e77af3c6f,1794 1.00
1ec915d41e00c6d4,10494 1.00
1ec9f0fbb074d04e,8986 1.00
1ec9fb1efe606f3d,11832 1.00
1ecc009a2607e5e7,5114 1.00
1ecce2f6fda2faed,8205 1.00
1ece1bf917a269ca,4499 1.00
1ecefa217e48ded8,9060 1.00
1ecf3c35087cfeb1,12411 1.00
1ed00a7903245744,14330 1.00
1ed02f72472f0fd3,10317 1.00
1ed241668e688b8a,14586 1.00
1ed2fc8615b44544,10043 1.00
1ed30af0814f7e4e,2054 1.00
1ed34e57c60cf733,11832 1.00
1ed58f026d1c9cf2,4499 1.00
1ed5fa416447cad4,10358 1.00
1ed6c6d3b6c2e383,4499 1.00
1ed72823d834681b,2373 1.00
1ed79759292eda33,11973 1.00
1ed7b83f93ad2c23,10317 1.00
1ed8b31d49123d2f,7646 1.00
1ed95cf1e274c3d7,14234 1.00
1ed9fb4075efc440,9060 1.00
1edb14e45dd0a886,4499 1.00
1edbe052a3a57d97,13480 1.00
1edd7bf36dc24ef7,13431 1.00
1edd9abf36773d51,10434 1.00
1ede6f6b019438bb,14586 1.00
1edf1826dc2cfa0e,10317 1.00
1edf8d1cb8340a2e,10317 1.00
1edf9044e6e64680,9060 1.00
1edffff6baea83df,589 1.00
1ee05fb106019869,9002 1.00
1ee11c80088af924,10494 1.00
1ee15f78daf432e7,8205 1.00
1ee217ff5f97df43,5557 1.00
1ee2e37874cd2dfe,3438 1.00
1ee3049c955b88f7,10494 1.00
1ee355001d101280,2093 1.00
1ee3dba380c5810a,11832 1.00
1ee4850f9bc1579c,13480 1.00
1ee48f6ff2524b7e,829 1.00
1ee4aa33b6545b92,10043 1.00
1ee56862ec20fd94,4499 1.00
1ee62ab0e7bee69d,10317 1.00
1ee685071579310b,10494 1.00
1ee6a702de21ca25,6276 0.99
1ee8ce0c2e9b7c4d,5114 1.00
1eea0ff28a5b2957,4499 1.00
1eeb9ecdd5a647da,11832 1.00
1eec183c6b8c7368,10317 1.00
1eecb64297975ffc,7629 0.99
1eed764bf6afe493,10317 1.00
1eededbdc5991e94,10494 1.00
1eef63f0753ed2e2,12868 1.00
1eefadfc293692e5,11832 1.00
1eefd84a23afc550,11832 1.00
1ef112486ea74f68,3438 1.00
1ef1229cdd80d09f,11832 1.00
1ef17505a7edcbbf,3806 1.00
1ef2c9cd911381a4,10317 1.00
1ef4343e74ee46d6,7314 1.00
1ef4bb38e0c4f57b,8240 1.00
1ef50b3831ee3b20,13431 1.00
1ef6305721835595,5710 1.00
1ef64b7182cbf1fb,13480 1.00
1ef7c94689bed66c,2093 1.00
1ef7e1462e5d719a,9060 1.00
1ef813582fad6839,573 1.00
1efa5ca5b791ca82,10317 1.00
1efa9e8539696f8b,4499 1.00
1efaf545c1cc38c2,9747 1.00
1efb2663f6d16e6e,13480 1.00
1efb45e7ba72f6db,5196 1.00
1efc386a78920bdf,11832 1.00
1efcd3c8d676c603,13480 1.00
1efcd538d7715186,4499 1.00
1efcdf89c29f65f8,13480 1.00
1efd2ffc9b651096,9318 1.00
1efd6ad7b2770cf3,13480 1.00
1efdd9b9538814ff,10358 1.00
1efff9eea6380dc5,9060 1.00
1f001d651d578792,3806 1.00
1f00506ea8c14f2a,6452 1.00
1f009a7d794dfe2a,5256 0.93
1f0172da70230ab6,4226 1.00
1f0174eb3ff2b518,4499 1.00
1f0199df116a650b,11832 1.00
1f021571d5a487cc,14395 1.00
1f032519c6d42f1e,9060 1.00
1f0415dea25086d8,9747 1.00
1f04c81093e26d8d,3802 1.00
1f056d3ae7f3e512,10494 1.00
1f05c556ca1d6571,11343 1.00
1f073eb28c19db1c,14472 1.00
1f07ca8d450f4641,11832 1.00
1f0849eef3a8dd84,10317 1.00
1f0964ab5d2fc7a9,5792 1.00
1f0a89257b8c2528,4499 1.00
1f0af386197f8a25,9747 1.00
1f0b0493263ed4b1,5557 1.00
1f0bb1f311a470dc,573 1.00
1f0d89fd9a5692ba,11170 1.00
1f0e59066b6c242f,13431 1.00
1f0e5f8b9d080844,10494 1.00
1f0f65c1eac4b8d3,10317 1.00
1f0f6902397c5859,10317 1.00
1f0fa2356d907557,5032 1.00
1f1064088babf664,14920 1.00
1f10856d9562eaad,10494 1.00
1f10cc2597b82f4e,10494 1.00
1f116cf4e94fa9ec,12538 1.00
1f1205e1d1d38e78,9060 1.00
1f121dc3e28c6dc9,10317 1.00
1f12a051c3fe93d0,5557 1.00
1f12e5edbb1ee63c,11832 1.00
1f12e78d9796043f,3438 1.00
1f1379fdbeee2faa,13431 1.00
1f13e320e90dca63,573 1.00
1f143fdcef30c4e3,10621 1.00
1f14e9717aed92ad,10317 1.00
1f156f0cc4dc05de,10434 1.00
1f168d36948b4621,8205 1.00
1f1715399da12d53,573 1.00
1f175c651e697f51,9060 1.00
1f17aae8a9de4cbf,573 1.00
1f17c8abf919d744,11832 1.00
1f18039c67dc2edb,9060 1.00
1f1804cafb17e34c,1520 1.00
1f194396b23f20dd,12057 1.00
1f1993bc9247acf2,10317 1.00
1f1a203471703d2b,10494 1.00
1f1a543c6b521683,1342 1.00
1f1b997f3a2b565f,11832 1.00
1f1c177e008c324b,12057 1.00
1f1c38c5cff3d3ef,10317 1.00
1f1c63679e73fad4,7059 1.00
1f1cb2c44dc1d08e,9747 1.00
1f1da63b5d9b6474,5616 1.00
1f1f4c1540b5c54a,9060 1.00
1f1f82cb6bd0d431,9060 1.00
1f208b664997f1a7,10043 1.00
1f20d62334fb3f0e,5760 1.00
1f20e9bff7978bed,11643 1.00
1f2103f495ceec01,11832 1.00
1f22ead114180dc0,12211 1.00
1f22fff101b50734,10317 1.00
1f23320277fcdc55,573 1.00
1f23547da2e389c7,9060 1.00
1f23dc170e15ac9b,10317 1.00
1f246d42392e1f79,10369 1.00
1f248488617e1325,3438 1.00
1f24903c757d7d82,11343 1.00
1f24b33eeffcc094,6730 1.00
1f24fdf34a2765d2,4499 1.00
1f256dce8b1d6421,10123 1.00
1f269d1bc26688c1,453 1.00
1f273a41a5fb14d2,10494 1.00
1f27830a2842b1a2,13431 1.00
1f2794c686eb4d30,573 1.00
1f291c1cc155af31,14384 1.00
1f2988b361d0e700,10434 1.00
1f298905ca0dd0f5,5248 1.00
1f2a61ec08298d84,10043 1.00
1f2a7efac7fdfa86,8986 1.00
1f2b43329b53b469,10317 1.00
1f2b54d1b29eca46,10434 1.00
1f2b5d81d66eccf6,14586 1.00
1f2ca968c671d5cd,10434 1.00
1f2e629cf39978ba,11973 1.00
1f2f8f9c94765e9b,10317 1.00
1f303ac29618d9dd,9659 1.00
1f30d4243fa94ebf,8205 1.00
1f30effb4e39f051,8505 1.00
1f31ad7c4776b67e,13137 1.00
1f33828c818c03f7,10434 1.00
1f3443f7125b5d94,14472 1.00
1f34bcca1572ef9d,573 1.00
1f34c7147d79ce55,10043 1.00
1f35179defc5a089,10317 1.00
1f353ade4a44cc80,11002 1.00
1f35abf685ff606f,10317 1.00
1f35ad19adb6acf6,10358 1.00
1f374cfe95c0b00a,9060 1.00
1f37f428663ce180,573 1.00
1f38f8d71e88c9a7,10494 1.00
1f39394c32960c1b,14586 1.00
1f39b7fe14b15e4d,13301 1.00
1f3a7e9ec998240b,10494 1.00
1f3aa31c735398b8,10494 1.00
1f3aa65a140a5f31,9060 1.00
1f3b44ac36cb8f20,10317 1.00
1f3b685d855f829c,10434 1.00
1f3c68a2cec702f9,2373 1.00
1f3c92d948d13bd6,11832 1.00
1f3ce641f2aa1887,11832 1.00
1f3d5e5f8ecf5a43,6764 1.00
1f3f74e3a1943518,5557 1.00
1f4004ea4b18a209,9060 1.00
1f40f523b8bac5d9,11832 1.00
1f42de67d6a94ece,10494 1.00
1f431172dad160ef,3438 1.00
1f43438696d6d967,10494 1.00
1f43bb5082db4f8e,10494 1.00
1f44dadf6181df3c,14586 1.00
1f46c9aa30bfd768,10434 1.00
1f473aeee63b480e,4649 1.00
1f47a9206b983f57,11599 1.00
1f480cdcff68098b,8205 1.00
1f4875a2ab851640,9219 1.00
1f48fa0957eec86f,10317 1.00
1f493d896209ef51,10494 1.00
1f495b79c163d136,9060 1.00
1f49745f91614eb0,6764 1.00
1f4a4f43ae81a9ce,10358 1.00
1f4be0cc0a2a9684,4499 1.00
1f4d9ec25689e3ed,10434 1.00
1f4dfb32c0e300d5,5528 1.00
1f4e64a654ed0f8e,10494 1.00
1f4f23ad3bf6f217,11832 1.00
1f4f3880589ddfee,11938 1.00
1f4fc69944bb5e04,9060 1.00
1f4fd04832c2bf99,573 1.00
1f502c5e76340c2d,10317 1.00
1f51ef101e18e8c0,10434 1.00
1f5204d540c66f49,8505 1.00
1f522da92ade8d7c,7194 1.00
1f528e1b8cb2f223,573 1.00
1f533fb3f4ad9e4a,12438 1.00
1f545b260e227de5,10369 1.00
1f549ee17938e8af,4969 1.00
1f54da8dd7bbfb4e,9060 1.00
1f5572c67c3b3346,11643 1.00
1f55e5c1ce6c6e85,5792 0.99
1f56c6245d25f9bc,10494 1.00
1f5726097470bc42,12210 1.00
1f576fdeba83d82a,11832 1.00
1f5a0e31f2e34050,12587 1.00
1f5a7ef9e35ac2e8,10317 1.00
1f5a8f3c87c2279c,12057 1.00
1f5b939c178b2387,11343 1.00
1f5bbf2084a37bbb,6911 1.00
1f5bc36434d2d971,8201 0.99
1f5cd0b971e7f5d2,12438 1.00
1f5eccc011ca29da,9060 1.00
1f5efb5895455238,11643 1.00
1f5f680f71e850b8,573 1.00
1f5f8e9205fddd22,11832 1.00
1f60241fddd1ffaa,573 1.00
1f6129d97b6743fe,2358 1.00
1f61e4cd97c77ed2,10494 1.00
1f63429ab67b1464,3806 1.00
1f6347707e0c0691,3046 1.00
1f6429f48ebe2051,10494 1.00
1f64a23237ee042d,9605 1.00
1f652685a48ec726,9060 1.00
1f65afab1cfdd752,9747 1.00
1f662ee66a18d2f5,13431 1.00
1f663bb9f3f61758,9060 1.00
1f66b1f411fc195c,5557 1.00
1f66d5463fceed61,11832 1.00
1f680e12a32913c1,10494 1.00
1f6939724416e638,12211 1.00
1f697999aea1f576,10434 1.00
1f69ef05808934d9,14586 1.00
1f6d4478dbed43cb,11444 1.00
1f6d657b05e7f767,14586 1.00
1f6d768ecbed7267,2373 1.00
1f6ee3c3f244d66b,3438 1.00
1f6f21e5b982b6ee,10317 1.00
1f6f568b6f9e1eb6,3793 1.00
1f712915af37ec4d,13065 1.00
1f7269d5114e8875,5114 1.00
1f72c7919261cca4,12057 1.00
1f72f2df86a01e9b,5196 1.00
1f7336a8fab3c002,10434 1.00
1f746b71d24a0cf9,9318 1.00
1f7572cb1f98daa4,8505 1.00
1f75ca946ce83aa5,2373 1.00
1f75ccf1f3a24ad2,8205 1.00
1f75df12c743020c,9060 1.00
1f76068c90a99d92,10494 1.00
1f767c039c55fa94,8205 1.00
1f76badf17cd1752,10434 1.00
1f77acb7fa62a6ac,3438 1.00
1f78068757cc9c92,3438 1.00
1f7819ef6769165b,3438 1.00
1f78761de9b3d3c9,12057 1.00
1f78ce3823a8e000,4499 1.00
1f78f5c7627467b5,10434 1.00
1f795510b184bd7f,11832 1.00
1f79c1dc2914d77b,10303 1.00
1f7a1a22d166dbaf,14586 1.00
1f7a3859f69fb90b,4499 1.00
1f7b1722a08362bb,4519 1.00
1f7bc303ae75ba91,12438 1.00
1f7bf0ee3d9134fd,10494 1.00
1f7c66fdda290a20,6911 1.00
1f7d0db88e1bed61,8205 1.00
1f7d8cf282c4d6cb,2761 1.00
1f7e098071a56328,2373 1.00
1f7e739ea7bf149c,11643 1.00
1f7ee6eafb9a6d7e,3438 1.00
1f7ef638ed6b00c7,11832 1.00
1f7f0dfe0a194e0e,14576 1.00
1f7f42a130297033,2054 1.00
1f7f64331ad77b12,10317 1.00
1f7f9ea5ee6c177a,10123 1.00
1f80465ce275fa03,10434 1.00
1f80f343b102e9a1,814 1.00
1f814468b79e7ca7,9605 1.00
1f81548dcbb3a6a4,573 1.00
1f82141a2dd5ae51,4499 1.00
1f832aad85b5005f,573 1.00
1f833f1ff274dca6,8205 1.00
1f83e0170825e9a9,4496 1.00
1f84ecdec1d370f1,10317 1.00
1f8537314530d6f7,10317 1.00
1f87032f5ebec021,13431 1.00
1f8710e7da10fed5,4499 1.00
1f877931ba3ebe9f,13361 1.00
1f878b8a87018a02,11643 1.00
1f87e42a193c875c,8205 1.00
1f88741a463daff5,9747 1.00
1f88d6f57ff4badf,11832 1.00
1f893fb35c46a579,10317 1.00
1f8967e6ff5a3800,10317 1.00
1f896b11c6726bd9,10494 1.00
1f89dbd91095dcc8,5557 1.00
1f8aac28e222c3c9,9318 1.00
1f8b03346bd32bd2,7314 1.00
1f8b374925bf45ad,9605 1.00
1f8c2d1b32e75cb5,10494 1.00
1f8d14e33241586d,10043 1.00
1f8dc4ce67763131,8205 1.00
1f8f8a3d05cc56ed,10317 1.00
1f8fd6849dbaa97e,4499 1.00
1f900671a9fdbf41,3244 1.00
1f901dce9bceb3e1,6730 1.00
1f90a4558cfb6505,573 1.00
1f917bc784a45e99,14586 1.00
1f917e8edb432483,8205 1.00
1f91edc5b1ad35f0,573 1.00
1f9297217aa98978,13431 1.00
1f92a0d9fd907dee,11643 1.00
1f931800d3f053f9,3450 1.00
1f9346ed771bb19e,10317 1.00
1f9411903114cef8,9060 1.00
1f945c6673bb585c,11343 1.00
1f94fc67d7039213,573 1.00
1f9509e4b593cccf,5557 1.00
1f957ee65760f142,12962 1.00
1f95a2b6ebc2a84f,11643 1.00
1f979a2ab78edfba,10317 1.00
1f97a85f8804c807,573 1.00
1f9892df39a7f523,10317 1.00
1f98d1e0e63a7022,573 1.00
1f995015d672c75d,11832 1.00
1f9b088b372843b7,13431 1.00
1f9b19a078cad2cd,3925 1.00
1f9b9524a8f290c0,10494 1.00
1f9d2032cb7d63a9,4519 1.00
1f9e89fbfd838844,11832 1.00
1f9f38e7f15eec49,10434 1.00
1fa01189f3bace8d,10317 1.00
1fa11f872e5c3142,11832 1.00
1fa2c0d7efa5145a,10434 1.00
1fa307b2e101997a,9674 1.00
1fa309ceccd31b5e,12438 1.00
1fa3ff46de3fdc5c,10494 1.00
1fa40542caf90d02,9060 1.00
1fa47fc197a24418,13714 1.00
1fa4ff242bf066e3,5557 1.00
1fa526172d16c0ac,9175 1.00
1fa554b44e14d815,11832 1.00
1fa559f7865d3d2d,11832 1.00
1fa55ecc37ed7c9b,13361 1.00
1fa6591558bb1908,985 1.00
1fa6c7dc39f6315d,9074 1.00
1fa6ec1e53e2bad0,9318 1.00
1fa73b96bcf255b3,505 1.00
1fa74c807636b993,7314 1.00
1fa7aa791e65f6a8,292 1.00
1fa7ff5a1cc7656c,9898 1.00
1fa8e7a0b582fcf8,10317 1.00
1fa9477a3b8f5e39,573 1.00
1fa95773a4080649,14586 1.00
1fa9c4980dcb5e01,13431 1.00
1faa1dea2104ab1e,11832 1.00
1faa45d9beb02707,11938 1.00
1faa51cbcbfe20ce,10494 0.99
1faa7fcf3776feff,4499 1.00
1faac4365862569f,11973 1.00
1fab87f7cbddfcb1,9318 1.00
1fac42c252050895,13431 1.00
1facd0df09ea0fb3,11343 1.00
1fad2eb8ccd675cf,13065 1.00
1fad34e44e70d0ba,12211 1.00
1fad8696edf16b5a,10434 1.00
1fad8a5ffaf02590,9060 1.00
1fad9668ea533cf0,2464 1.00
1fadbad48e2a1e81,3438 1.00
1faded4eeffc441b,4496 1.00
1fae02b9e6e1b747,4499 0.99
1fae5bc46bb8ed75,2373 1.00
1fae6920ec9be358,3438 1.00
1faf274358513557,9060 1.00
1faf2d3d2d67b07e,10621 1.00
1fafbd82b214bfe9,3806 1.00
1fb226f6abd65f14,9219 1.00
1fb2ab57e44d8f75,5557 1.00
1fb2bf45f23e855f,5557 1.00
1fb343e4bc6bd0e2,2701 1.00
1fb5ba96b09eb054,10317 1.00
1fb79d7f406169aa,6852 1.00
1fb9018c2da653c5,4499 1.00
1fb95985ceb50a8b,4499 1.00
1fb9b6e4dc5ac447,10317 1.00
1fba58b9d7b22625,10434 1.00
1fba5a9d56d07fa2,4499 1.00
1fba6119c8998776,13153 1.00
1fbada98430786cc,11343 1.00
1fbb1bf92e0418bf,2750 1.00
1fbb76523e53fab9,11938 1.00
1fbc259a8292e0f6,10317 1.00
1fbc2951eb0003a9,11832 1.00
1fbcb26f5c403783,11002 1.00
1fbcd31553b719ae,10494 1.00
1fbcde1c815edbd3,9060 1.00
1fbd444569c6545c,508 1.00
1fbd523740be3b5f,3802 1.00
1fbf104fca23231c,3450 1.00
1fbf297d8c80fcb5,10317 1.00
1fc0d9bc38c03414,10317 1.00
1fc136163909c08b,4226 1.00
1fc22b402ea063ff,4499 1.00
1fc281498801ef35,11643 1.00
1fc2a324109bc9d8,6764 1.00
1fc2f94030b3e4ea,11832 1.00
1fc34a1fb92f720d,6276 1.00
1fc3b6ad41e3a592,573 1.00
1fc5ddc74ad81fb8,13480 1.00
1fc5de361f387b13,4544 1.00
1fc5e7c3d65ba9ae,13361 1.00
1fc6a05b6eaa7eb0,4499 1.00
1fc6d6072c2e95ff,11832 1.00
1fc70c25aa5af5e2,2054 1.00
1fc96c9d20236725,8205 1.00
1fc993f97e042204,5557 1.00
1fc9c3acd2464218,3394 1.00
1fc9eada09762b42,5760 1.00
1fca042ea3d04aee,10434 1.00
1fca753469f207b8,10317 1.00
1fca8fe38f2811a6,573 1.00
1fcb9730c44de1e0,11832 1.00
1fcbf2d5e82e3d38,573 1.00
1fcd378cd5dfe295,573 1.00
1fcd4c7432a60c4e,11973 1.00
1fcf4261b1bd5bb7,6519 1.00
1fcfb729e2460d65,11832 1.00
1fcfd82a39a64e3a,9515 1.00
1fd00465ff9ca9e5,4499 1.00
1fd00ac0d115d208,9060 1.00
1fd1014ba44aa128,12438 1.00
1fd1bb81eeaae8d3,12826 1.00
1fd2071628517b90,10621 1.00
1fd2145693b26f04,10205 1.00
1fd214812faf0abb,10494 1.00
1fd23343774ddfd8,6764 1.00
1fd235a26275e859,11343 1.00
1fd24a0d4f6545ae,4499 1.00
1fd4f7c9289567b4,10317 1.00
1fd5bff4b3acdcec,5557 1.00
1fd5e4ac72396170,3242 1.00
1fd6a9ea146af6f4,5032 1.00
1fd6e4b440608431,3438 1.00
1fd71624984ea878,14374 1.00
1fd7d014d022e6b8,5279 0.99
1fd827d6504a6527,2373 1.00
1fda0a97a489f32c,13431 1.00
1fda8018c7ca5a88,11832 1.00
1fdb163d75fe9221,11343 1.00
1fdb5a9c5d9990f6,11832 1.00
1fdbfc91f98eb15a,10434 1.00
1fdc20a54e343603,7629 1.00
1fdc345479783e04,11643 1.00
1fdcc4a3208597f6,10434 1.00
1fddad2c84bc2b0a,10317 1.00
1fddc573790e837d,10317 1.00
1fde5538e1202351,9060 1.00
1fdf7bc6e83391c3,8205 1.00
1fdfc6449acd888f,11832 1.00
1fdffa3ee2302157,573 1.00
1fe065e6388979dd,573 1.00
1fe068424b99571c,11832 1.00
1fe09828f511b922,14586 1.00
1fe099974302e412,11343 1.00
1fe1796a46c81007,11832 1.00
1fe1c51d2e6e4dc8,14586 1.00
1fe309892e888085,3438 1.00
1fe3497a0d7fb202,11832 1.00
1fe3c5003e780783,4499 1.00
1fe3cd8cb1aec224,11398 1.00
1fe4e75eb98de3b5,11659 1.00
1fe535d30a0966a5,10317 1.00
1fe67606f4447f22,12826 1.00
1fe6775c7ba982cd,13480 1.00
1fe720ad944b8f87,7325 1.00
1fe79a8b6c423667,9060 1.00
1fea27416481f696,5204 1.00
1fea9a53dad8c057,3806 1.00
1feaa49e5df11d06,9605 1.00
1feab80ad456258c,8986 1.00
1feaf936d4087609,5557 1.00
1febed3cdbc8a1f4,3960 1.00
1fec9588c1f88209,10079 1.00
1fed27381c8ed88b,13431 1.00
1fed64fa36006021,7110 1.00
1feebace3b2fe7ea,14234 1.00
1feef83c635b3d2a,11832 1.00
1fef2945a62c1cd9,13065 0.99
1fef87429f6e382c,6993 1.00
1fefdec446e70261,10043 1.00
1ff0235716fae4d6,3793 1.00
1ff09ca1d70c61a6,10317 1.00
1ff0a72d1b03f6ef,14920 1.00
1ff133f304c1168c,10494 1.00
1ff1b1fa4352b75b,11832 1.00
1ff2eb30019c87df,8205 1.00
1ff43c0a0e179b01,12868 1.00
1ff4b44a5bb245c8,9060 1.00
1ff5ca7fb60f6108,10317 1.00
1ff68d5ebc4c1537,14586 1.00
1ff75250caed017b,5114 1.00
1ff8d1b2a6c79c53,9023 1.00
1ff99eedee3dd393,11832 1.00
1ffa19688b2c3815,4499 1.00
1ffb399a02ac544b,11832 1.00
1ffb79da258ea49c,10317 1.00
1ffb9f5358b84647,3438 1.00
1ffbd2dd3528a766,10494 1.00
1ffc94b809ad0651,9060 1.00
1ffdac86f23c7739,6852 1.00
1ffdb469a111ab12,12057 1.00
1ffee3f5cff5d350,11832 1.00
1ffefb4464a6eb01,4499 1.00
1fff68c85b4b13aa,9060 1.00
2000693b9af7bdd3,9060 1.00
20007f7ce17ddc80,573 1.00
20013631396bdb1d,2373 1.00
20017426b8cf68cf,11643 1.00
2001d8787879b117,10123 1.00
2002f6d8a3a64d56,4826 1.00
200362fac07d4755,9060 1.00
2003dad85da9cc93,10043 1.00
2003f34ccc32171f,11643 1.00
20044918caa778e2,14586 1.00
2005973ad474f77c,4383 1.00
200704a85870096a,10317 1.00
20086bc233b62703,11832 1.00
200888194c2c2bf6,14472 1.00
2008d37a31a08381,11832 1.00
2009002d683ded15,13065 1.00
200946e9fa9c0310,10317 1.00
2009532b6121f3bd,10317 1.00
2009de5e6c664281,7646 1.00
200ae1a5e3d9ec81,11832 1.00
200baf391a561285,13695 1.00
200cf2cf2894e99f,573 1.00
200d3b59e8919142,5032 1.00
200d4fd8044560b4,12868 1.00
200f24f4e2cbb1f5,10494 0.97
200f99a06f531d4f,8205 1.00
20101d366a48e93a,9060 1.00
20138b4e1ce9443f,9060 1.00
2013a1721c9d12c2,12868 1.00
2013f4c0a4986a7f,10434 1.00
2014459c99b2b49c,10043 1.00
201452fcd6d8871b,620 1.00
2014ef19ae45b3dd,11643 1.00
20167e486d2a6345,4383 1.00
2016a9832dc2ef00,11643 1.00
201711c8b8026852,2054 0.99
20175460ec4c8ae3,8505 1.00
201776f077a9e25d,11659 1.00
20179b6cef9b588a,11832 1.00
2018e34bedfe7cbc,7956 1.00
201961052392556b,13431 1.00
201a56db8fa412ad,11832 1.00
201a5e77fa571b1b,12735 1.00
201a89ff47e7fc9a,5114 1.00
201c7dde5f8175be,10434 1.00
201cc0a2e4f361cb,8205 1.00
201d08cef113e9a4,9074 1.00
201d5bb5845f4d34,9060 1.00
201d67015ce6a6d5,10494 1.00
201d9ef541ecfcf1,11643 1.00
201f250aa5820784,505 1.00
201fbb0d62a06a44,573 1.00
201fc42b22c3dd38,10317 1.00
201fe74ccc2f4762,11343 1.00
20205be592873c9a,5557 1.00
20205ec26557f57f,10494 1.00
20210e7581970a26,11832 1.00
2021b889d6cb67c8,573 1.00
2021cf4fe07e7535,8101 1.00
202247e470b5a675,8555 1.00
2022a8749adc842c,11832 1.00
20233163749e85db,11832 1.00
202360fae2bea3ad,12851 1.00
202386504f7d0523,8205 1.00
2024af34e5a7a246,12868 1.00
2025b805663b6308,10494 1.00
2025c7310bee1a2e,9060 1.00
2026155035798ed7,8205 1.00
2026e2d80c6b1a96,6764 1.00
20280b821abbc5f1,11002 1.00
2028cab089b3582a,13065 1.00
202a3eaf0132026a,10043 1.00
202a56333f2d625d,10494 1.00
202b8d04fd74f43e,8205 1.00
202bceba45af2776,8205 1.00
202bfd7fb6a5f995,8505 1.00
202d956afd53dc72,2373 0.97
202dc035083bbb20,8537 1.00
202ec4ba1dafa985,9060 1.00
202ec9ca65434f43,13431 1.00
202ecb34f30234e8,11832 1.00
202ed709e58f1f87,10621 1.00
202ef337505aa53f,4383 1.00
202ef78178b236b1,12057 1.00
202f3120a25bf891,573 1.00
202f32567eeafa39,5705 0.99
202f5a51014dc630,14448 1.00
202fabdf265375e7,8205 1.00
2030301105ab142a,10494 1.00
20304995a114ecd9,3046 1.00
20305a3724dc1027,14586 1.00
2030940361244034,13480 1.00
2030e47210ddb49e,11643 1.00
2031b1094dbc3991,11002 1.00
2031fcc01d83527e,10434 1.00
203264e6d8a87ae6,5557 1.00
2032a28468e538ec,829 1.00
2032c44a32c4c9a9,3729 1.00
20343a051d2be0f5,10434 1.00
2034999f0701be52,13431 1.00
20357b8d9819dfc1,10043 1.00
20357d96f6a7a7cb,10317 1.00
20359e3e27999d92,10434 1.00
20363aab0dbfcbd5,10621 1.00
2036793c500cbe04,14715 1.00
2036a5db7cba1756,12475 0.98
20370deb46a34f74,1342 1.00
2037a856423bfd0a,10317 1.00
203815038c0180a1,7314 1.00
20384de1981f17db,11643 1.00
2038a4bddf272581,11832 1.00
2038d499fa9527b2,4499 1.00
203a9bd06f12a6e4,12868 1.00
203af4d31d593faf,12057 1.00
203d3b49c1bd3b8a,5114 1.00
203d722a50b276dd,10317 1.00
203e3560808b4d38,11248 1.00
203ea704eee76018,9605 1.00
203f4dabafc51bc8,11938 1.00
203f4fa8de58eb61,5710 1.00
204002306362f39e,9060 1.00
2040670c938d5bff,2054 1.00
204112d1e69ace2b,13431 1.00
204240c92d3cbb48,9060 1.00
2042b71ba5150b4c,10434 1.00
20434e7f567185fa,12211 1.00
20440d98f0299ac0,6236 1.00
20441a4f9afcc500,14472 1.00
204440d44f3b82aa,3806 1.00
20446cc9eb68293c,11643 1.00
2044c04c15d74259,9060 1.00
20452086ecc76dc3,573 1.00
2045b30483ec1354,11832 1.00
2046096b6388b9cf,11832 1.00
204615c0227fbdb8,10434 1.00
20464fa06dd3f3a1,10317 1.00
20467dd4b186cda9,10434 1.00
